
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 01월 01일~01월 31일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
담양,706,01-24,      -0.7,       4.5,      -5.5,       1.1,,,,,,,       1.8
광산,708,01-24,      -0.3,       4.5,      -4.6,       1.1,,,,,,,       2.0
구례,709,01-24,      -0.8,       4.6,      -5.3,       1.0,,,,,,,       1.8
나주,710,01-24,      -0.2,       4.8,      -4.8,       1.3,,,,,,,       1.6
순천시,712,01-24,       1.6,       6.1,      -2.1,       1.0,,,,,,,       2.6
광양읍,713,01-24,       1.2,       6.4,      -3.1,       0.8,,,,,,,       2.1
조선대,722,01-24,       0.6,       4.6,      -3.0,       1.1,,,,,,,       2.0
거문도,723,01-24,       4.3,       6.7,       1.9,       1.2,,,,,,,       6.0
추자도,724,01-24,       4.1,       6.3,       1.9,       1.2,,,,,,,       5.5
장성,730,01-24,      -1.0,       4.0,      -5.4,       1.4,,,,,,,       1.6
영암,731,01-24,       0.1,       4.8,      -4.2,       1.2,,,,,,,       2.1
보성,732,01-24,      -0.8,       4.4,      -5.5,       1.1,,,,,,,       2.0
완주,734,01-24,      -1.8,       4.0,      -7.0,       0.6,,,,,,,       1.6
김제,737,01-24,      -1.1,       3.6,      -5.1,       0.7,,,,,,,       2.0
화순,741,01-24,      -0.6,       4.5,      -5.2,       1.2,,,,,,,       1.5
함평,754,01-24,       0.3,       4.7,      -3.8,       1.3,,,,,,,       1.8
곡성,768,01-24,      -1.4,       4.1,      -5.8,       1.1,,,,,,,       1.5
성판악,782,01-24,      -1.1,       2.0,      -3.7,       6.4,,,,,,,       3.8
풍암,788,01-24,      -0.3,       4.3,      -4.4,       0.8,,,,,,,       1.4
압해도,789,01-24,       1.1,       4.7,      -1.9,       1.2,,,,,,,       3.9
영양,801,01-24,      -3.0,       3.2,      -8.9,       0.5,,,,,,,       1.7
성주,810,01-24,      -1.5,       4.8,      -7.5,       0.6,,,,,,,       1.5
고령,812,01-24,      -1.6,       5.7,      -7.7,       0.8,,,,,,,       0.9
청도,813,01-24,      -1.6,       5.2,      -7.1,       0.7,,,,,,,       1.5
예천,815,01-24,      -2.6,       3.8,      -8.4,       0.4,,,,,,,       1.4
김천,822,01-24,      -2.0,       3.9,      -7.1,       0.6,,,,,,,       1.6
군위,823,01-24,      -3.1,       3.5,      -9.0,       0.6,,,,,,,       1.6
칠곡,825,01-24,      -0.9,       4.5,      -6.4,       0.5,,,,,,,       2.2
경산,827,01-24,      -0.2,       5.0,      -4.6,       0.6,,,,,,,       2.0
달성,828,01-24,       0.0,       5.8,      -4.8,       0.5,,,,,,,       1.9
대구서구,846,01-24,      -0.1,       4.8,      -4.2,       0.6,,,,,,,       1.8
신암,860,01-24,       0.5,       5.2,      -3.4,       0.7,      53.6,       6.0,       3.5,,    1016.1,    1023.7,       2.5
완산,864,01-24,      -0.6,       4.1,      -4.7,       0.8,      68.5,       4.8,       4.6,       1.0,    1017.5,    1024.4,       1.5
삼척,876,01-24,       0.2,       4.4,      -3.6,       1.3,,,,,,,       2.3
울기,901,01-24,       2.5,       6.8,      -1.1,       1.1,,,,,,,       2.5
삼천포,907,01-24,       2.0,       6.2,      -1.5,       1.4,,,,,,,       2.5
영도,910,01-24,       2.9,       6.5,      -0.6,       1.0,,,,,,,       3.2
고성,918,01-24,       1.1,       6.8,      -4.3,       1.3,,,,,,,       2.1
창녕,919,01-24,      -1.1,       5.7,      -6.9,       0.6,,,,,,,       1.8
함안,920,01-24,      -0.9,       6.6,      -7.2,       0.8,,,,,,,       1.1
가덕도,921,01-24,       2.9,       6.6,      -0.2,       1.1,,,,,,,       4.6
기장,923,01-24,       2.2,       7.4,      -2.5,       1.3,,,,,,,       2.0
간절곶,924,01-24,       3.0,       7.0,      -0.8,       1.3,,,,,,,       3.4
하동,932,01-24,       1.1,       6.4,      -3.6,       1.2,,,,,,,       1.9
해운대,937,01-24,       3.2,       7.8,      -0.8,       1.2,,,,,,,       2.5
부산진,938,01-24,       2.0,       6.3,      -1.6,       1.1,,,,,,,       2.3
동래,940,01-24,       2.4,       6.9,      -1.4,       1.0,,,,,,,       2.1
북구,941,01-24,       1.5,       6.0,      -2.4,       1.1,,,,,,,       1.9
부산남구,942,01-24,       2.9,       6.9,      -0.8,       1.0,,,,,,,       2.3
정자,949,01-24,       2.1,       6.8,      -2.3,       1.2,,,,,,,       3.2
속초,90,01-25,      -0.5,       3.7,      -4.6,       0.6,      48.0,       6.5,,,    1019.3,    1021.6,       2.7
철원,95,01-25,      -6.1,       0.4,     -12.5,       0.4,      65.2,       6.2,,,    1004.9,    1024.8,       1.4
동두천,98,01-25,      -4.2,       2.2,      -9.6,       0.4,      59.7,       6.6,,,    1010.9,    1025.2,       1.6
파주,99,01-25,      -5.5,       1.1,     -11.8,       0.4,      63.7,       7.1,,,    1021.9,    1025.8,       1.5
대관령,100,01-25,      -7.6,      -2.5,     -12.8,       0.9,      65.6,       6.9,,,     923.2,    1023.6,       5.2
춘천,101,01-25,      -4.4,       1.9,     -10.0,       0.4,      65.6,       6.2,,,    1014.8,    1024.6,       1.2
백령도,102,01-25,      -2.1,       0.4,      -4.2,       0.2,      60.9,       5.3,       5.1,,    1008.1,    1025.9,       4.6
강릉,105,01-25,       0.3,       4.8,      -3.5,       0.9,      46.1,       6.5,,,    1018.7,    1022.1,       3.4
동해,106,01-25,       0.4,       4.7,      -3.6,       1.4,      47.1,       6.4,,,    1016.7,    1021.4,       2.8
서울,108,01-25,      -2.5,       1.6,      -6.1,       0.3,      55.4,       6.2,       2.9,       1.6,    1013.9,    1025.0,       2.5
인천,112,01-25,      -2.1,       1.7,      -5.5,       0.3,      60.3,       6.8,       2.8,       1.8,    1016.0,    1024.8,       3.4
원주,114,01-25,      -3.5,       2.0,      -8.6,       0.4,      62.5,       5.9,,,    1005.6,    1024.7,       1.0
울릉도,115,01-25,       0.9,       3.7,      -1.3,       4.2,      68.9,       3.4,       6.8,       1.4,     993.3,    1021.0,       3.5
수원,119,01-25,      -2.7,       2.3,      -7.4,       0.4,      62.3,       6.3,       2.9,       1.3,    1020.6,    1025.2,       1.7
영월,121,01-25,      -4.1,       1.9,      -9.9,       0.3,      61.9,       6.4,,,     994.0,    1024.5,       1.4
충주,127,01-25,      -3.6,       2.2,      -8.8,       0.4,      65.5,       6.0,,,    1012.6,    1025.0,       1.6
서산,129,01-25,      -2.3,       2.7,      -7.0,       0.6,      70.1,       5.8,,,    1022.1,    1025.4,       2.2
울진,130,01-25,       0.8,       5.9,      -3.4,       1.2,      49.6,       6.8,,,    1015.4,    1021.6,       3.7
청주,131,01-25,      -2.0,       3.0,      -6.4,       0.4,      62.6,       6.1,       3.8,       1.2,    1017.7,    1025.2,       1.6
대전,133,01-25,      -1.5,       3.6,      -6.1,       0.5,      64.4,       6.0,       3.9,       1.2,    1016.2,    1025.1,       1.6
추풍령,135,01-25,      -2.3,       2.3,      -6.6,       0.6,      60.6,       6.0,,,     993.5,    1024.5,       3.9
안동,136,01-25,      -2.1,       3.7,      -7.5,       0.4,      59.3,       6.7,       2.9,       1.7,    1006.1,    1024.1,       1.9
상주,137,01-25,      -1.8,       3.1,      -6.1,       0.6,      56.1,       6.2,,,    1012.4,    1024.9,       2.5
포항,138,01-25,       1.7,       6.2,      -2.2,       1.3,      48.1,       6.6,       3.0,       2.4,    1022.4,    1022.8,       2.9
군산,140,01-25,      -0.8,       3.2,      -4.5,       0.7,      71.7,       5.7,,,    1021.8,    1025.3,       3.0
울산,152,01-25,       1.8,       6.8,      -2.5,       1.6,      47.3,       6.5,       3.0,,    1017.5,    1022.6,       2.5
창원,155,01-25,       2.0,       6.6,      -2.0,       1.2,      47.0,       6.6,       2.9,,    1020.1,    1023.0,       2.1
광주,156,01-25,       0.4,       4.9,      -3.3,       1.1,      65.8,       5.5,       4.7,,    1015.7,    1024.9,       1.9
부산,159,01-25,       2.9,       7.6,      -0.8,       1.5,      45.9,       7.0,       2.9,       2.2,    1013.7,    1022.4,       3.6
통영,162,01-25,       2.6,       7.3,      -1.4,       1.4,      52.8,       6.7,,,    1019.4,    1023.4,       2.9
목포,165,01-25,       1.2,       5.2,      -2.0,       1.2,      71.9,       5.0,       5.3,       1.4,    1019.8,    1025.1,       4.5
여수,168,01-25,       2.1,       6.0,      -1.1,       0.9,      52.6,       6.5,       3.2,       2.6,    1015.1,    1023.6,       5.2
흑산도,169,01-25,       2.6,       4.8,       0.7,       0.9,      70.2,       3.6,       6.4,,    1015.1,    1024.9,       7.4
완도,170,01-25,       2.0,       5.6,      -1.1,       1.3,      64.7,       5.0,,,    1020.7,    1024.5,       4.4
고창,172,01-25,      -1.0,       3.4,      -5.4,       1.3,      78.2,       4.9,,,    1020.3,    1027.0,       3.0
제주,184,01-25,       5.3,       7.7,       3.0,       2.6,      63.7,       2.4,       7.0,       1.6,    1022.0,    1024.8,       4.4
고산,185,01-25,       5.3,       7.6,       2.9,       1.6,      66.5,       3.2,,,    1014.7,    1023.7,      10.3
성산,188,01-25,       4.6,       8.0,       1.3,       2.4,      67.1,       4.2,,,    1021.7,    1024.0,       3.4
서귀포,189,01-25,       6.5,      10.1,       3.3,       2.4,      61.5,       5.3,       5.5,       2.0,    1016.6,    1022.9,       2.5
진주,192,01-25,       0.0,       6.6,      -5.8,       1.0,      56.7,       6.6,,,    1020.2,    1023.5,       1.5
강화,201,01-25,      -3.7,       1.4,      -8.8,       0.2,      62.0,       6.6,,,    1019.5,    1025.5,       1.7
양평,202,01-25,      -3.9,       1.9,      -9.4,       0.3,      65.0,       6.3,,,    1019.2,    1025.4,       1.3
이천,203,01-25,      -3.5,       2.5,      -9.1,       0.3,      62.1,       6.1,,,    1015.1,    1025.0,       1.3
인제,211,01-25,      -5.1,       1.2,     -11.0,       0.3,      63.4,       5.6,,,     999.0,    1024.6,       1.8
홍천,212,01-25,      -5.3,       1.9,     -11.3,       0.2,      65.0,       5.9,,,    1007.1,    1025.3,       0.9
태백,216,01-25,      -5.4,      -0.1,     -10.4,       0.6,      58.4,       6.2,,,     934.8,    1022.9,       1.7
정선군,217,01-25,      -5.3,       0.7,     -10.6,       0.6,      57.4,       5.4,,,     986.6,    1025.8,       2.1
제천,221,01-25,      -5.1,       1.2,     -11.2,       0.3,      66.4,       6.4,,,     991.7,    1025.1,       1.6
보은,226,01-25,      -3.4,       2.7,      -8.9,       0.5,      66.2,       5.9,,,    1002.6,    1024.7,       1.6
천안,232,01-25,      -3.0,       2.4,      -8.4,       0.5,      67.6,       6.1,,,    1021.1,    1025.2,       1.8
보령,235,01-25,      -1.0,       3.6,      -5.2,       0.5,      69.1,       5.8,,,    1023.0,    1025.3,       1.8
부여,236,01-25,      -2.1,       3.9,      -7.3,       0.4,      69.8,       5.9,,,    1023.7,    1025.5,       1.1
금산,238,01-25,      -2.9,       3.4,      -8.4,       0.5,      69.7,       5.9,,,    1003.5,    1025.4,       1.1
부안,243,01-25,      -0.8,       3.8,      -5.2,       0.9,      74.2,       5.3,,,    1024.3,    1025.5,       1.4
임실,244,01-25,      -3.1,       3.0,      -8.5,       0.8,      73.1,       5.3,,,     994.2,    1025.6,       1.3
정읍,245,01-25,      -0.7,       3.9,      -5.0,       1.1,      72.8,       4.9,,,    1019.4,    1025.3,       1.1
남원,247,01-25,      -1.8,       4.2,      -7.0,       0.9,      69.6,       5.7,,,    1012.4,    1025.3,       1.5
장수,248,01-25,      -3.6,       2.2,      -9.1,       1.0,      72.6,       5.3,,,     974.1,    1025.4,       1.9
영광군,252,01-25,      -1.4,       2.9,      -5.8,       1.2,      71.6,       5.0,,,    1021.9,    1026.7,       2.6
김해시,253,01-25,       1.2,       6.5,      -3.3,       1.3,      44.4,       7.3,,,    1017.3,    1024.8,       2.6
순창군,254,01-25,      -2.5,       3.2,      -7.7,       0.8,      71.1,       5.8,,,    1010.4,    1026.7,       1.9
양산시,257,01-25,       1.6,       6.8,      -3.1,       1.5,      46.7,       6.8,,,    1023.5,    1025.4,       2.5
강진군,259,01-25,       0.3,       5.2,      -4.1,       1.1,      67.4,       5.8,,,    1025.0,    1026.6,       2.9
장흥,260,01-25,       0.4,       5.7,      -4.5,       1.1,      67.6,       5.4,,,    1019.1,    1024.6,       2.5
해남,261,01-25,       0.7,       5.5,      -4.0,       1.2,      70.1,       5.3,,,    1022.8,    1025.1,       2.4
고흥,262,01-25,       1.0,       6.3,      -3.9,       1.1,      62.7,       5.6,,,    1017.8,    1024.4,       2.1
의령군,263,01-25,      -0.9,       6.4,      -7.0,       0.9,      61.9,       6.4,,,    1023.1,    1024.9,       1.6
함양군,264,01-25,      -1.2,       4.7,      -6.5,       0.7,      63.3,       6.1,,,    1006.4,    1025.6,       2.2
진도군,268,01-25,       1.2,       5.0,      -2.5,       1.6,,,,,,,       2.9
봉화,271,01-25,      -4.4,       2.6,     -11.0,       0.3,      63.0,       6.5,,,     983.3,    1023.4,       1.5
영주,272,01-25,      -2.6,       2.3,      -7.7,       0.3,      58.0,       6.6,,,     997.2,    1023.7,       4.0
문경,273,01-25,      -2.1,       3.0,      -6.8,       0.3,      55.3,       6.1,,,    1002.4,    1024.1,       2.4
청송군,276,01-25,      -3.8,       2.6,      -9.5,       0.9,      56.2,       6.3,,,     998.8,    1025.1,       2.0
영덕,277,01-25,       0.4,       5.3,      -3.9,       1.2,      51.4,       6.6,,,    1017.6,    1023.0,       3.4
의성,278,01-25,      -3.3,       4.4,     -10.0,       0.5,      64.6,       6.0,,,    1014.1,    1024.3,       1.4
구미,279,01-25,      -1.0,       4.5,      -5.8,       0.5,      59.1,       5.7,,,    1018.4,    1024.3,       1.9
영천,281,01-25,      -0.9,       5.0,      -6.1,       0.7,      56.0,       5.6,,,    1012.0,    1023.8,       2.4
경주시,283,01-25,      -0.7,       4.9,      -5.9,       1.7,      50.5,       6.7,,,    1019.7,    1024.5,       3.1
경주시,283,01-25,      -0.7,       4.9,      -5.9,       1.7,      50.5,       6.7,,,    1019.7,    1024.5,       3.1
거창,284,01-25,      -1.8,       4.8,      -7.7,       0.7,      62.1,       6.4,,,     996.0,    1024.3,       1.6
합천,285,01-25,      -0.6,       6.6,      -6.2,       0.7,      59.8,       6.2,,,    1020.1,    1024.2,       1.2
밀양,288,01-25,       0.1,       6.9,      -5.8,       0.7,      57.3,       6.4,,,    1022.1,    1023.7,       1.4
산청,289,01-25,      -0.1,       5.6,      -4.8,       0.8,      55.5,       5.8,,,    1006.9,    1024.6,       2.3
거제,294,01-25,       2.1,       6.8,      -2.0,       1.7,      52.9,       5.8,,,    1017.9,    1022.8,       1.9
남해,295,01-25,       1.7,       6.4,      -2.5,       1.1,      56.0,       6.4,,,    1018.4,    1024.2,       1.8
강남,400,01-25,      -1.9,       2.0,      -5.5,       0.3,,,,,,,       1.8
서초,401,01-25,      -1.9,       2.2,      -5.4,       0.3,,,,,,,       1.6
강동,402,01-25,      -2.9,       2.0,      -7.6,       0.3,,,,,,,       1.3
송파,403,01-25,      -1.5,       2.5,      -5.3,       0.2,,,,,,,       1.8
강서,404,01-25,      -2.6,       1.8,      -6.3,       0.2,,,,,,,       1.6
양천,405,01-25,      -2.0,       2.1,      -5.6,       0.4,,,,,,,       1.5
도봉,406,01-25,      -3.3,       2.0,      -8.3,       0.3,,,,,,,       1.2
노원,407,01-25,      -3.7,       2.0,      -9.5,       0.4,,,,,,,       1.7
동대문,408,01-25,      -1.6,       2.4,      -5.5,       0.3,,,,,,,       1.9
중랑,409,01-25,      -2.1,       2.0,      -6.0,       0.4,,,,,,,       1.9
기상청,410,01-25,      -1.9,       1.9,      -5.4,       0.2,,,,,,,       1.5
마포,411,01-25,      -2.1,       1.9,      -5.7,       0.2,,,,,,,       2.4
서대문,412,01-25,      -3.2,       1.8,      -7.2,       0.2,,,,,,,       1.8
광진,413,01-25,      -1.8,       2.2,      -5.8,       0.3,,,,,,,       1.9
성북,414,01-25,      -3.1,       1.2,      -6.8,       0.2,,,,,,,       1.6
용산,415,01-25,      -2.2,       1.8,      -5.6,       0.2,,,,,,,       1.6
은평,416,01-25,      -3.4,       1.6,      -7.9,       0.2,,,,,,,       1.6
금천,417,01-25,      -1.5,       2.1,      -5.0,       0.3,,,,,,,       1.7
중구,419,01-25,      -4.0,       0.3,      -7.2,       0.2,,,,,,,       2.7
성동,421,01-25,      -1.6,       2.0,      -5.1,       0.3,,,,,,,       2.3
구로,423,01-25,      -2.9,       1.5,      -7.1,       0.4,,,,,,,       1.8
강북,424,01-25,      -2.3,       1.7,      -6.2,       0.3,,,,,,,       1.7
남현,425,01-25,      -4.0,       0.1,      -8.3,       0.5,,,,,,,       1.6
부천,433,01-25,      -1.8,       2.0,      -5.5,       0.2,,,,,,,       1.2
안양,434,01-25,      -2.6,       1.3,      -6.1,       0.3,,,,,,,       2.3
광명,437,01-25,      -2.3,       1.5,      -5.7,       0.2,,,,,,,       1.9
군포,438,01-25,      -2.0,       2.0,      -5.6,       0.3,,,,,,,       1.4
김포,441,01-25,      -4.5,       0.5,      -9.1,       0.2,,,,,,,       1.5
하남,444,01-25,      -3.4,       1.9,      -8.2,       0.2,,,,,,,       0.9
의왕,445,01-25,      -3.9,       1.0,      -8.4,       0.3,,,,,,,       1.2
포천,504,01-25,      -4.9,       1.5,     -11.1,       0.2,,,,,,,       1.3
가평조종,505,01-25,      -5.8,       0.7,     -12.1,       0.4,,,,,,,       1.3
영등포,510,01-25,      -1.7,       2.1,      -5.3,       0.2,,,,,,,       1.6
인천연수,512,01-25,      -2.3,       2.1,      -6.4,       0.2,,,,,,,       1.7
안성,516,01-25,      -2.9,       2.4,      -8.1,       0.4,,,,,,,       1.3
간성,517,01-25,      -1.4,       3.5,      -6.2,       0.5,,,,,,,       2.2
평창,526,01-25,      -5.4,       1.5,     -11.2,       0.2,,,,,,,       1.1
의정부,532,01-25,      -4.1,       1.5,      -9.6,       0.3,,,,,,,       1.1
횡성,536,01-25,      -4.9,       2.0,     -11.0,       0.3,,,,,,,       1.1
고양,540,01-25,      -4.0,       1.9,      -9.5,       0.2,,,,,,,       1.4
남양주,541,01-25,      -4.6,       2.4,     -10.7,       0.3,,,,,,,       1.1
안산,545,01-25,      -3.9,       1.8,      -9.9,       0.3,,,,,,,       1.8
경기광주,546,01-25,      -3.9,       1.8,      -9.0,       0.3,,,,,,,       1.5
여주,548,01-25,      -4.2,       1.9,      -9.7,       0.4,,,,,,,       1.3
용인,549,01-25,      -3.9,       2.4,      -9.2,       0.5,,,,,,,       1.4
오산,550,01-25,      -3.2,       2.2,      -8.2,       0.4,,,,,,,       1.4
평택,551,01-25,      -2.6,       2.2,      -7.5,       0.6,,,,,,,       1.8
